ad847a6548c39b18c21f1d74d9ad0243caf5bc39d769f6239365d1d18b2cd250,0.015625,1
6dbfa564c574837e063b4b872807d510,0.03125,1
93.56.117.22,0.08333333333333333,24
2001:8d8:1801:382::1,0.05,0
nolensgoggles.com,0.058823529411764705,2
d664127d55ca4f94cdb5fd2ec524ee4a801aaac7,0.025,1
staycationvaccay.com,0.05,5
95.143.193.125,0.07142857142857142,50
2001:a61:5d5:1c01:1437:2aff:b9dd:811c,0.02702702702702703,1
a57769348f3f502cb53bbb835a51462429d48310,0.025,3
33637fa0826291bfe2cf8cd916c1e0e96a0e6f9f7fbb9a7e93c183e5448d1774,0.015625,1
56e918cd25a9556eddab56e18e30e9df656be737,0.025,2
93.55.235.232,0.07692307692307693,7
69b1e7c16c0e09229ecf3e4ef9d04fecad8a53559bcb9a850bb916fae326f71c,0.015625,1
godwill.realoil.gmail.com,0.04,3
68f24a472a209956c0fd9669d8778d2001244ff5aabaaf5d1fd9c37552149e6d,0.015625,1
89.58.45.45,0.09090909090909091,1
68756e5d4aab6965d25e318c9d107bcf,0.03125,2
ns4.spaceweb.pro,0.0625,8
accountsigry.ml,0.06666666666666667,2
